Date,Open,High,Low,Close,Volume
2024-07-31 00:00:00+00:00,3277.3206747731856,3345.2078818044356,3199.920457409274,3270.7636009954635,16026651372.548388
2024-08-31 00:00:00+00:00,2665.1683152721776,2729.7302009828627,2570.7027154737902,2642.017775012601,17282932121.51613
2024-09-30 00:00:00+00:00,2464.0281331380206,2514.453474934896,2404.326798502604,2467.0358317057294,14604800733.833334
2024-10-31 00:00:00+00:00,2520.8157683341733,2573.7206164944555,2470.8734327746974,2517.5210748487902,16157583404.774193
2024-11-30 00:00:00+00:00,3076.152034505208,3188.7657877604165,3010.164339192708,3116.2820963541667,34331020659.666668
2024-12-31 00:00:00+00:00,3654.6676301033267,3744.6915401335687,3541.848695816532,3643.111375378024,36085775746.29032
2025-01-31 00:00:00+00:00,3330.074982673891,3419.0828739289313,3237.306443737399,3328.9893286920365,26323231207.48387
2025-02-28 00:00:00+00:00,2706.51602608817,2768.657871791295,2571.0131487165177,2668.633143833705,27128780348.07143
2025-03-31 00:00:00+00:00,2029.4643987840223,2086.213445848034,1952.2184664818549,2016.0814681514616,16919155858.612904
2025-04-30 00:00:00+00:00,1687.5839884440104,1739.991560872396,1630.955810546875,1686.5932942708334,17079680226.833334
2025-05-31 00:00:00+00:00,2354.9836504536293,2439.538562405494,2292.084555349042,2378.6765688004034,23756104126.967743
2025-06-30 00:00:00+00:00,2516.167903645833,2576.9753662109374,2448.0893798828124,2514.773746744792,19926095732.7
2025-07-31 00:00:00+00:00,3190.219939201109,3288.181380733367,3131.114809097782,3229.3125078755043,31253440769.903225
2025-08-31 00:00:00+00:00,4227.264191658266,4363.093813004032,4119.5292811239915,4249.552742250504,43865378391.22581
2025-09-30 00:00:00+00:00,4350.179264322916,4425.803002929688,4266.4425862630205,4342.103995768229,35116222222.5
2025-10-31 00:00:00+00:00,4117.207125756048,4221.923583984375,3988.709165511593,4107.672001008064,45013900591.935486
2025-11-30 00:00:00+00:00,3232.921175130208,3314.6375325520835,3111.9341796875,3204.5058024088544,33276700034.733334
2025-12-31 00:00:00+00:00,3022.6481119791665,3121.9098307291665,2928.0918782552085,3034.1852213541665,27630768900.166668
