date,GTrends_BTC,GTrends_ETH
2025-06-23,31,4
2025-06-24,31,4
2025-06-25,31,4
2025-06-26,31,4
2025-06-27,31,4
2025-06-28,31,4
2025-06-29,29,4
2025-06-30,29,4
2025-07-01,29,4
2025-07-02,29,4
2025-07-03,29,4
2025-07-04,29,4
2025-07-05,29,4
2025-07-06,37,6
2025-07-07,37,6
2025-07-08,37,6
2025-07-09,37,6
2025-07-10,37,6
2025-07-11,37,6
2025-07-12,37,6
2025-07-13,48,10
2025-07-14,48,10
2025-07-15,48,10
2025-07-16,48,10
2025-07-17,48,10
2025-07-18,48,10
2025-07-19,48,10
2025-07-20,39,11
2025-07-21,39,11
2025-07-22,39,11
2025-07-23,39,11
2025-07-24,39,11
2025-07-25,39,11
2025-07-26,39,11
2025-07-27,40,11
2025-07-28,40,11
2025-07-29,40,11
2025-07-30,40,11
2025-07-31,40,11
2025-08-01,40,11
2025-08-02,40,11
2025-08-03,48,16
2025-08-04,48,16
2025-08-05,48,16
2025-08-06,48,16
2025-08-07,48,16
2025-08-08,48,16
2025-08-09,48,16
2025-08-10,69,35
2025-08-11,69,35
2025-08-12,69,35
2025-08-13,69,35
2025-08-14,69,35
2025-08-15,69,35
2025-08-16,69,35
2025-08-17,61,29
2025-08-18,61,29
2025-08-19,61,29
2025-08-20,61,29
2025-08-21,61,29
2025-08-22,61,29
2025-08-23,61,29
2025-08-24,49,22
2025-08-25,49,22
2025-08-26,49,22
2025-08-27,49,22
2025-08-28,49,22
2025-08-29,49,22
2025-08-30,49,22
2025-08-31,44,14
2025-09-01,44,14
2025-09-02,44,14
2025-09-03,44,14
2025-09-04,44,14
2025-09-05,44,14
2025-09-06,44,14
2025-09-07,42,12
2025-09-08,42,12
2025-09-09,42,12
2025-09-10,42,12
2025-09-11,42,12
2025-09-12,42,12
2025-09-13,42,12
2025-09-14,41,10
2025-09-15,41,10
2025-09-16,41,10
2025-09-17,41,10
2025-09-18,41,10
2025-09-19,41,10
2025-09-20,41,10
2025-09-21,42,11
2025-09-22,42,11
2025-09-23,42,11
2025-09-24,42,11
2025-09-25,42,11
2025-09-26,42,11
2025-09-27,42,11
2025-09-28,47,11
2025-09-29,47,11
2025-09-30,47,11
2025-10-01,47,11
2025-10-02,47,11
2025-10-03,47,11
2025-10-04,47,11
2025-10-05,55,12
2025-10-06,55,12
2025-10-07,55,12
2025-10-08,55,12
2025-10-09,55,12
2025-10-10,55,12
2025-10-11,55,12
2025-10-12,61,12
2025-10-13,61,12
2025-10-14,61,12
2025-10-15,61,12
2025-10-16,61,12
2025-10-17,61,12
2025-10-18,61,12
2025-10-19,48,9
2025-10-20,48,9
2025-10-21,48,9
2025-10-22,48,9
2025-10-23,48,9
2025-10-24,48,9
2025-10-25,48,9
2025-10-26,42,9
2025-10-27,42,9
2025-10-28,42,9
2025-10-29,42,9
2025-10-30,42,9
2025-10-31,42,9
2025-11-01,42,9
2025-11-02,52,10
2025-11-03,52,10
2025-11-04,52,10
2025-11-05,52,10
2025-11-06,52,10
2025-11-07,52,10
2025-11-08,52,10
2025-11-09,50,9
2025-11-10,50,9
2025-11-11,50,9
2025-11-12,50,9
2025-11-13,50,9
2025-11-14,50,9
2025-11-15,50,9
2025-11-16,79,11
2025-11-17,79,11
2025-11-18,79,11
2025-11-19,79,11
2025-11-20,79,11
2025-11-21,79,11
2025-11-22,79,11
2025-11-23,58,9
2025-11-24,58,9
2025-11-25,58,9
2025-11-26,58,9
2025-11-27,58,9
2025-11-28,58,9
2025-11-29,58,9
2025-11-30,45,6
2025-12-01,45,6
2025-12-02,45,6
2025-12-03,45,6
2025-12-04,45,6
2025-12-05,45,6
2025-12-06,45,6
2025-12-07,38,5
